jnz,1,0.0113636363636,0.0111068393125
add,3,0.0340909090909,0.0999615538129
mov,26,0.295454545455,7.50822337528
xor,2,0.0227272727273,0.0444273572502
sub,1,0.0113636363636,0.0111068393125
lea,9,0.102272727273,0.899653984316
jz,5,0.0568181818182,0.277670982814
cmp,3,0.0340909090909,0.0999615538129
pop,10,0.113636363636,1.11068393125
retn,2,0.0227272727273,0.0444273572502
call,6,0.0681818181818,0.399846215252
jmp,1,0.0113636363636,0.0111068393125
test,3,0.0340909090909,0.0999615538129
push,16,0.181818181818,2.84335086401
