add,3,0.0272727272727,0.0803373403456
mov,41,0.372727272727,15.0052299023
shr,2,0.0181818181818,0.035705484598
xor,2,0.0181818181818,0.035705484598
sub,2,0.0181818181818,0.035705484598
mul,1,0.00909090909091,0.00892637114951
lea,7,0.0636363636364,0.437392186326
jz,2,0.0181818181818,0.035705484598
ja,1,0.00909090909091,0.00892637114951
jb,3,0.0272727272727,0.0803373403456
cmp,8,0.0727272727273,0.571287753569
or,1,0.00909090909091,0.00892637114951
pop,5,0.0454545454545,0.223159278738
retn,2,0.0181818181818,0.035705484598
call,6,0.0545454545455,0.321349361382
jmp,3,0.0272727272727,0.0803373403456
test,2,0.0181818181818,0.035705484598
jbe,4,0.0363636363636,0.142821938392
push,15,0.136363636364,2.00843350864
