jnz,1,0.0175438596491,0.0169336853985
jnb,1,0.0175438596491,0.0169336853985
mov,20,0.350877192982,6.77347415939
sub,1,0.0175438596491,0.0169336853985
lea,1,0.0175438596491,0.0169336853985
jz,1,0.0175438596491,0.0169336853985
ja,1,0.0175438596491,0.0169336853985
jb,3,0.0526315789474,0.152403168586
cmp,6,0.105263157895,0.609612674345
or,1,0.0175438596491,0.0169336853985
pop,4,0.0701754385965,0.270938966376
retn,4,0.0701754385965,0.270938966376
call,3,0.0526315789474,0.152403168586
jmp,1,0.0175438596491,0.0169336853985
test,2,0.0350877192982,0.0677347415939
jbe,1,0.0175438596491,0.0169336853985
push,6,0.105263157895,0.609612674345
