jnz,1,0.0384615384615,0.0355598543468
add,1,0.0384615384615,0.0355598543468
mov,4,0.153846153846,0.568957669549
xor,1,0.0384615384615,0.0355598543468
sub,1,0.0384615384615,0.0355598543468
lea,3,0.115384615385,0.320038689122
jz,1,0.0384615384615,0.0355598543468
ja,1,0.0384615384615,0.0355598543468
cmp,1,0.0384615384615,0.0355598543468
pop,1,0.0384615384615,0.0355598543468
retn,1,0.0384615384615,0.0355598543468
call,3,0.115384615385,0.320038689122
test,2,0.0769230769231,0.142239417387
push,5,0.192307692308,0.888996358671
