jnz,4,0.0493827160494,0.192683665731
jnb,2,0.0246913580247,0.0481709164329
add,2,0.0246913580247,0.0481709164329
mov,26,0.320987654321,8.14088487715
xor,2,0.0246913580247,0.0481709164329
sub,1,0.0123456790123,0.0120427291082
lea,6,0.0740740740741,0.433538247896
jz,1,0.0123456790123,0.0120427291082
cmp,4,0.0493827160494,0.192683665731
pop,4,0.0493827160494,0.192683665731
retn,1,0.0123456790123,0.0120427291082
call,9,0.111111111111,0.975461057766
jmp,2,0.0246913580247,0.0481709164329
test,3,0.037037037037,0.108384561974
push,14,0.172839506173,2.36037490521
